Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Lankle_Link3,-0.0116537671271683,0.0198150832361688,0.000918320196291303,0,0,0,0.0264310864589234,3.97096074542197E-06,6.14098886759368E-21,1.84121443092571E-21,3.97096074542198E-06,-6.63334986171782E-22,7.59890052735323E-06,0,0,0,0,0,0,package://Birobot2/meshes/Lankle_Link3.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Lankle_Link3.STL,,踝关节连杆连接件-1;踝关节连杆连接件-4;M4螺母-6;5x20xM4塞打螺栓-1;5x20xM4塞打螺栓-2;M4螺母-7;膝关节支撑柱-1,Lanklecoord3,Lankleaxis3,Lankle_Joint3,revolute,-0.0902480754619956,-0.0760216079506738,0,0,0,0.252680255142078,Lankle_Link2,0,0,-1,0,0,0,0,,,,,,,,
Lankle_Link4,-0.0404235884266395,-0.0732955449284946,0.00100000000000001,0,0,0,0.0501454226790875,0.000110602880940475,-6.05495642128705E-05,1.39198841140206E-20,3.42091580202111E-05,2.46784788669294E-20,0.000144317547995641,0,0,0,0,0,0,package://Birobot2/meshes/Lankle_Link4.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Lankle_Link4.STL,,脚踝二段连杆-1;5x11x4法兰轴承-10;5x11x4法兰轴承-12,Lanklecoord4,Lankleaxis4,Lankle_Joint4,revolute,-0.0346410161513776,0.0200000000000001,0,0,0,-2.0943951023932,Lankle_Link3,0,0,-1,0,0,0,0,,,,,,,,
Lankle_Link00,0.0168326946774392,0.0204699470448799,0.00396741163444413,0,0,0,0.18428359031599,0.000117881352090235,-6.79775348356106E-05,7.26896733291044E-20,9.83454687660767E-05,6.46242882021946E-20,0.000200626794325498,0,0,0,0,0,0,package://Birobot2/meshes/Lankle_Link00.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Lankle_Link00.STL,,脚底-5;脚底-1;脚部支撑柱-2;脚部支撑柱-1;5x55xM4塞打螺栓-4;柔性材料-2;5x55xM4塞打螺栓-1;M4螺母-4;M4螺母-3;M4螺母-2;5x55xM4塞打螺栓-6;5x55xM4塞打螺栓-2;柔性材料-1;M4螺母-1;M5x40铜柱-10;M5x40铜柱-7,Lanklecoord5,Lankleaxis5,Lankle_Joint00,revolute,-0.0869286426422058,-0.157617927560235,-0.00299999999999988,0,0,2.63758708122652,Lankle_Link4,0,0,-1,0,0,0,0,,,,,,,,
Rhipyaw_Link,0.0442799805671885,-0.0202555367839449,-0.0546054524894954,0,0,0,0.440038842475869,0.000691886302275348,3.19656422669199E-05,7.90801283968309E-05,0.000489769895861423,-8.51988313496433E-05,0.00036579641079241,0,0,0,0,0,0,package://Birobot2/meshes/Rhipyaw_Link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rhipyaw_Link.STL,,右脚胯部连接件-2;8Nm电机-8,Rhipyawcoord,Rhipyawaxis,Rhipyaw_Joint,revolute,0,-0.0370000000000002,-0.00100000000000017,0,0,0,base_link,0,0,-1,0,0,0,0,,,,,,,,
Rhiproll_Link,-7.11487427006384E-05,-0.0101870948289008,-0.0644084313705051,0,0,0,0.35153887139329,0.000330042307674053,5.49035174286966E-08,2.43152307240281E-07,0.00050002443656033,-4.00865262176402E-07,0.000205318846208455,0,0,0,0,0,0,package://Birobot2/meshes/Rhiproll_Link.STL,1,1,1,1,0,0,0,0,0,0,package://Birobot2/meshes/Rhiproll_Link.STL,,8Nm电机-7;大腿关节连接件-4;推力滚针轴承50x70x5-3,Rhiprollcoord,Rhiprollaxis,Rhiproll_Joint,revolute,0.0424999999999994,-0.0269999999999998,-0.0679999999999999,0,-1.5707963267949,0,Rhipyaw_Link,0,0,-1,0,0,0,0,,,,,,,,
Rthigh_Link,-0.0314575352195419,0.0398844834664672,-0.0418687215471447,0,0,0,0.881225241274488,0.00184547388254446,0.00110337408653132,1.30206678759569E-06,0.00134940142236214,-1.14077155598705E-06,0.0031338686249956,0,0,0,0,0,0,package://Birobot2/meshes/Rthigh_Link.STL,1,1,0.501960784313725,1,0,0,0,0,0,0,package://Birobot2/meshes/Rthigh_Link.STL,,4Nm电机-6;右大腿内侧-2;M5x40铜柱-21;M5x40铜柱-18;M5x40铜柱-20;大腿外侧-3;12Nm电机-5;5x55xM4塞打螺栓-19;M4螺母-26,Rthighcoord,Rthighaxis,Rthigh_Joint,revolute,0,0.000166954779692419,-0.0772201496052745,1.5707963267949,-1.5707963267949,0,Rhiproll_Link,0,0,-1,0,0,0,0,,,,,,,,
Rknee_Link0,0,-0.0913612730101381,-0.0200012432084048,0,0,0,0.22379773991973,0.000632927279636257,1.56828306381712E-07,1.71625643798278E-21,1.61549725403256E-05,1.59496728221719E-19,0.000645485415004075,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link0.STL,1,1,1,1,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link0.STL,,小腿-5;小腿-6;5x11x4法兰轴承-63;5x11x4法兰轴承-52;5x11x4法兰轴承-51;5x11x4法兰轴承-54;M4螺母-23;5x35xM4塞打螺栓-3;M4x22铜柱-15;M4x22铜柱-16;M4x22铜柱-14;M4x22铜柱-17;踝关节支撑柱-3;5x11x4法兰轴承-59;5x11x4法兰轴承-65;5x11x4法兰轴承-62;5x11x4法兰轴承-58,Rkneecoord0,Rkneeaxis0,Rknee_Joint0,revolute,-0.135596853600907,0.170697080506769,-0.0531660904406152,-3.14159265358979,0,-0.803668194526438,Rthigh_Link,0,0,-1,0,0,0,0,,,,,,,,
Rankle_Link0,-0.0231596276959213,-0.0212536250305394,-0.0200325883655559,0,0,0,0.18428359031599,0.000117881352090235,6.79775348356108E-05,-3.85611366079624E-20,9.83454687660769E-05,-7.34200375505124E-20,0.000200626794325499,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link0.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link0.STL,,脚底-8;脚底-9;柔性材料-6;柔性材料-7;M5x40铜柱-19;脚部支撑柱-6;脚部支撑柱-7;M5x40铜柱-17;5x55xM4塞打螺栓-17;5x55xM4塞打螺栓-18;5x55xM4塞打螺栓-16;5x55xM4塞打螺栓-15;M4螺母-27;M4螺母-28;M4螺母-29;M4螺母-31,Ranklecoord0,Rankleaxis0,Rankle_Joint0,revolute,0,-0.18,0,0,0,0,Rknee_Link0,0,0,-1,0,0,0,0,,,,,,,,
Rknee_Link1,-0.00439333540277497,0.00125394710836006,-0.0113498370878502,0,0,0,0.0636115148670426,1.09281100967919E-05,1.81849121120302E-06,-1.70837071103934E-06,1.67803507539775E-05,4.87603680739183E-07,2.29402864022895E-05,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link1.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link1.STL,,膝关节电机摇臂-3;M4螺母-22;5x15xM4塞打螺栓-8,Rkneecoord1,Rkneeaxis1,Rknee_Joint1,revolute,0,0,-0.0586660904406152,3.14159265358979,0,-2.65249236104811,Rthigh_Link,0,0,-1,0,0,0,0,,,,,,,,
Rknee_Link2,0.0959229513432991,0.0216512518994762,0.00100000000000003,0,0,0,0.0607220251317533,1.30341920335387E-05,-5.33635937633787E-05,5.39812818276047E-20,0.00023740943162489,1.32103254849298E-20,0.000249838377270734,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link2.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link2.STL,,膝关节连杆-3;5x11x4法兰轴承-56;5x11x4法兰轴承-57;膝关节连杆支撑柱-5;膝关节连杆支撑柱-6,Rkneecoord2,Rkneeaxis2,Rknee_Joint2,revolute,-0.0384639434646876,0.0109783902802427,-0.0245,3.14159265358979,0,1.610592190996,Rknee_Link1,0,0,-1,0,0,0,0,,,,,,,,
Rknee_Link00,-2.22044604925031E-16,-0.0513612730101349,-0.00400124320840478,0,0,0,0.22379773991973,0.000632927279636257,1.56828306381692E-07,1.75579929631321E-21,1.61549725403256E-05,3.71869690632966E-22,0.000645485415004075,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link00.STL,1,1,1,1,0,0,0,0,0,0,package://Birobot2/meshes/Rknee_Link00.STL,,小腿-6;小腿-5;M4螺母-23;5x35xM4塞打螺栓-3;M4x22铜柱-15;M4x22铜柱-16;M4x22铜柱-14;M4x22铜柱-17;踝关节支撑柱-3;5x11x4法兰轴承-59;5x11x4法兰轴承-65;5x11x4法兰轴承-62;5x11x4法兰轴承-58;5x11x4法兰轴承-63;5x11x4法兰轴承-52;5x11x4法兰轴承-51;5x11x4法兰轴承-54,Rkneecoord3,Rkneeaxis3,Rknee_Joint00,revolute,0.212650314510188,0.0479983722507159,-0.003,3.14159265358979,0,-2.82376894966191,Rknee_Link2,0,0,1,0,0,0,0,,,,,,,,
Rankle_Link34,-0.0204093624761538,0.0112560684225899,-0.0200816798037087,0,0,0,0.0264310864589234,3.97096074542197E-06,-6.14098886759368E-21,-9.17426403478248E-22,3.97096074542199E-06,2.14870781331448E-22,7.59890052735324E-06,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link34.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link34.STL,,踝关节连杆连接件-8;踝关节连杆连接件-7;M4螺母-25;5x20xM4塞打螺栓-5;5x20xM4塞打螺栓-6;M4螺母-24;膝关节支撑柱-3,Rkneecoord0,Rkneeaxis0,Rankle_Joint34,revolute,-0.135596853600907,0.170697080506769,-0.0531660904406152,-3.14159265358979,0,-0.803668194526438,Rthigh_Link,0,0,-1,0,0,0,0,,,,,,,,
Rankle_Link1,0.00497530862523785,-0.00135108879007159,-0.0123696487398572,0,0,0,0.0567948015231428,8.35459871318397E-06,1.69026023786495E-06,1.8486756129855E-06,1.41198821303684E-05,-5.02024112537153E-07,1.75229955675705E-05,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link1.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link1.STL,,脚踝关节电机摇臂-3;M4螺母-30;5x15xM4塞打螺栓-7,Ranklecoord1,Rankleaxis1,Rankle_Joint1,revolute,-0.0622003915600491,0.0783014130764996,-0.00616609044061517,0,0,-2.65249236104811,Rthigh_Link,0,0,-1,0,0,0,0,,,,,,,,
Rankle_Link2,-0.0451240377309678,0.0380108039753531,0.00100000000000003,0,0,0,0.0400054950366333,1.7569895782706E-05,2.00745668554044E-05,-1.44764842178641E-20,2.44910946664815E-05,1.18601250773845E-20,4.17150522558605E-05,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link2.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link2.STL,,脚踝电机连杆-4;5x11x4法兰轴承-53;5x11x4法兰轴承-50;5x11x4法兰轴承-55;5x11x4法兰轴承-64,Ranklecoord2,Rankleaxis2,Rankle_Joint2,revolute,0.0386019799331065,-0.0104827069616604,-0.026,-3.14159265358979,0,1.05295193254627,Rankle_Link1,0,0,-1,0,0,0,0,,,,,,,,
Rankle_Link3,-0.0116537671271683,-0.0198150832361686,0.000918320196291345,0,0,0,0.0264310864589234,3.97096074542197E-06,5.50571415715295E-21,2.42530337868542E-21,3.97096074542199E-06,5.49979491508164E-22,7.59890052735324E-06,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link3.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link3.STL,,踝关节连杆连接件-7;踝关节连杆连接件-8;5x20xM4塞打螺栓-5;M4螺母-25;M4螺母-24;5x20xM4塞打螺栓-6;膝关节支撑柱-3,Ranklecoord3,Rankleaxis3,Rankle_Joint3,revolute,-0.0902480754619956,0.0760216079506738,0,0,0,-0.252680255142078,Rankle_Link2,0,0,-1,0,0,0,0,,,,,,,,
Rankle_Link4,-0.0404235884266397,0.0732955449284944,0.001,0,0,0,0.0501454226790876,0.000110602880940475,6.05495642128708E-05,1.34553768123227E-20,3.42091580202114E-05,-2.46531490447298E-20,0.000144317547995641,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link4.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link4.STL,,脚踝二段连杆-3;5x11x4法兰轴承-61;5x11x4法兰轴承-60,Ranklecoord4,Rankleaxis4,Rankle_Joint4,revolute,-0.0346410161513776,-0.0200000000000001,0,0,0,2.09439510239319,Rankle_Link3,0,0,-1,0,0,0,0,,,,,,,,
Rankle_Link00,0.016832694677439,-0.02046994704488,0.00396741163444414,0,0,0,0.18428359031599,0.000117881352090235,6.79775348356107E-05,-1.23961492381618E-20,9.83454687660769E-05,-1.12779371794672E-19,0.000200626794325499,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link00.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://Birobot2/meshes/Rankle_Link00.STL,,脚底-8;脚底-9;脚部支撑柱-6;脚部支撑柱-7;5x55xM4塞打螺栓-18;M4螺母-28;柔性材料-6;M4螺母-27;5x55xM4塞打螺栓-16;5x55xM4塞打螺栓-15;5x55xM4塞打螺栓-17;M4螺母-29;M5x40铜柱-19;柔性材料-7;M5x40铜柱-17;M4螺母-31,Ranklecoord5,Rankleaxis5,Rankle_Joint00,revolute,-0.0869286426422063,0.157617927560235,-0.00299999999999989,0,0,-2.63758708122652,Rankle_Link4,0,0,-1,0,0,0,0,,,,,,,,
